Company Name,Company Business,Market Value,Annual Revenue,Operating Income,Net Income,Assets,Liabilities
LINCOLN EDUCATIONAL SERVICES CORPORATION,Consumer Defensive,168000000,0,0,0,0,0
SOUTHERN MICHIGAN BANCORP,Financial Services,79000000,0,0,0,0,0
TREVI THERAPEUTICS,Healthcare,44000000,0,0,0,0,0
VIRCO MFG. CORPORATION,Consumer Cyclical,40000000,0,0,0,0,0
CHECKPOINT THERAPEUTICS,Healthcare,180000000,0,0,0,0,0
COHBAR,Healthcare,82000000,0,0,0,0,0
INMUNE BIO,Healthcare,232000000,0,0,0,0,0
JERASH HOLDINGS (US),Consumer Cyclical,68000000,0,0,0,0,0
KILLBUCK BANCSHARES,Financial Services,67000000,0,0,0,0,0
LICT CORPORATION,Communication Services,355000000,0,0,0,0,0
MIDWEST HOLDING,Financial Services,201000000,0,0,0,0,0
MOTUS GI HOLDINGS,Healthcare,31000000,0,0,0,0,0
NICHOLAS FINANCIAL,Financial Services,65000000,0,0,0,0,0
VUZIX CORPORATION,Technology,388000000,0,0,0,0,0
B-GAMING,Technology,100000000,0,0,0,0,0
ALLENA PHARMACEUTICALS,Healthcare,64000000,0,0,0,0,0
RF INDUSTRIES,Industries,46000000,0,0,0,0,0
VERTEX ENERGY,Energy,31000000,0,0,0,0,0
BELLICUM PHARMACEUTICALS,Healthcare,22000000,0,0,0,0,0
BIG 5 SPORTING GOODS CORPORATION,Consumer Cyclical,224000000,0,0,0,0,0
BURNHAM HOLDINGS,Industries,58000000,0,0,0,0,0
CENTRUS ENERGY,Energy,278000000,0,0,0,0,0
LUBY'S,Consumer Cyclical,87000000,0,0,0,0,0
MILESTONE SCIENTIFIC,Healthcare,135000000,0,0,0,0,0
PATHFINDER BANCORP,Financial Services,52000000,0,0,0,0,0
ARC DOCUMENT SOLUTIONS,Industries,65000000,0,0,0,0,0
CNS PHARMACEUTICALS,Healthcare,42000000,0,0,0,0,0
DRIVEN DELIVERIES,Healthcare,31000000,0,0,0,0,0
ENTASIS THERAPEUTICS HOLDINGS,Healthcare,88000000,0,0,0,0,0
HARVEST OIL & GAS,Energy,21000000,0,0,0,0,0
PATRIOT TRANSPORTATION HOLDING,Industries,30000000,0,0,0,0,0
PRIME MERIDIAN HOLDING COMPANY,Financial Services,56000000,0,0,0,0,0
RICHARDSON ELECTRONICS,Technology,62000000,0,0,0,0,0
ANIXA BIOSCIENCES,Healthcare,73000000,0,0,0,0,0
BIOSYENT,Healthcare,79000000,0,0,0,0,0
HOME FEDERAL BANCORP OF LOUISIANA,Financial Services,49000000,0,0,0,0,0
HOTH THERAPEUTICS,Healthcare,32000000,0,0,0,0,0
IMMUTEP,Healthcare,207000000,0,0,0,0,0
KENTUCKY FIRST FEDERAL BANCORP,Financial Services,52000000,0,0,0,0,0
TORTOISE ENERGY INDEPENDENCE FUND,Financial Services,25000000,0,0,0,0,0
USA TRUCK,Industries,78000000,0,0,0,0,0
ZOVIO,Consumer Defensive,142000000,0,0,0,0,0
BAUDAX BIO,Healthcare,43000000,0,0,0,0,0
BLACKROCK MUNIYIELD ARIZONA FUND,Financial Services,69000000,0,0,0,0,0
CREXENDO,Technology,124000000,0,0,0,0,0
CROWN CRAFTS,Consumer Cyclical,71000000,0,0,0,0,0
INTEST CORPORATION,Technology,68000000,0,0,0,0,0
JONESTOWN BANK & TRUST,Financial Services,53000000,0,0,0,0,0
NEUBERGER BERMAN NEW YORK MUNICIPAL FUND,Financial Services,63000000,0,0,0,0,0
ONCTERNAL THERAPEUTICS,Healthcare,239000000,0,0,0,0,0
NATIONAL CAPITAL BANK OF WASHINGTON,Financial Services,47000000,0,0,0,0,0
TOTTENHAM ACQUISITION I,Financial Services,37000000,0,0,0,0,0
APOLLO ENDOSURGERY,Healthcare,87000000,0,0,0,0,0
CURIS,Healthcare,686000000,0,0,0,0,0
ALLIED ESPORTS ENTERTAINMENT,Financial Services,55000000,0,0,0,0,0
BLACKROCK ENHANCED GOVERNMENT FUND,Financial Services,57000000,0,0,0,0,0
DENMARK BANCSHARES,Financial Services,79000000,0,0,0,0,0
NATURAL HEALTH TRENDS,Consumer Cyclical,56000000,0,0,0,0,0
STONEMOR PARTNERS,Consumer Cyclical,337000000,0,0,0,0,0
YORK TRADITIONS BANK,Financial Services,55000000,0,0,0,0,0
A.H. BELO CORPORATION,Communication Services,31000000,0,0,0,0,0
AIR T,Industries,72000000,0,0,0,0,0
BENCHMARK BANKSHARES,Financial Services,61000000,0,0,0,0,0
COMMENCEMENT BANK,Financial Services,48000000,0,0,0,0,0
ENERGOUS CORPORATION,Technology,80000000,0,0,0,0,0
FINCERA,Financial Services,23000000,0,0,0,0,0
J.W. MAYS,Real Estate,45000000,0,0,0,0,0
JMP GROUP LLC,Financial Services,76000000,0,0,0,0,0
KAANAPALI LAND LLC,Real Estate,47000000,0,0,0,0,0
MANHATTAN BRIDGE CAPITAL,Real Estate,50000000,0,0,0,0,0
MEXICO EQUITY & INCOME FUND,Financial Services,17000000,0,0,0,0,0
PERMIANVILLE ROYALTY TRUST,Energy,24000000,0,0,0,0,0
SUNDANCE STRATEGIES,Financial Services,155000000,0,0,0,0,0
TORCHLIGHT ENERGY RESOURCES,Energy,70000000,0,0,0,0,0
WAYNE SAVINGS BANCSHARES,Financial Services,54000000,0,0,0,0,0
ABRAXAS PETROLEUM CORPORATION,Energy,19000000,0,0,0,0,0
CALLOWAY'S NURSERY,Consumer Cyclical,71000000,0,0,0,0,0
CBM BANCORP,Financial Services,49000000,0,0,0,0,0
DELAWARE INVESTMENTS NATIONAL MUNICIPAL INCOME FUND,Financial Services,60000000,0,0,0,0,0
FIRST TRUST MORTGAGE INCOME FUND,Financial Services,59000000,0,0,0,0,0
OPIANT PHARMACEUTICALS,Healthcare,34000000,0,0,0,0,0
SENSUS HEALTHCARE,Healthcare,64000000,0,0,0,0,0
SYNACOR,Technology,54000000,0,0,0,0,0
A-MARK PRECIOUS METALS,Financial Services,180000000,0,0,0,0,0
KEY TRONIC CORPORATION,Technology,74000000,0,0,0,0,0
LIBERTY BANCORP (SOUTH SAN FRANCISCO CA),Financial Services,61000000,0,0,0,0,0
PHILLY SHIPYARD ASA,Industries,76000000,0,0,0,0,0
THOMASVILLE BANCSHARES,Financial Services,306000000,0,0,0,0,0
VERITONE,Technology,900000000,0,0,0,0,0
COMMERCIAL NATIONAL FINANCIAL CORPORATION,Financial Services,47000000,0,0,0,0,0
DECKER MANUFACTURING CORPORATION,Industries,46000000,0,0,0,0,0
DIAMEDICA THERAPEUTICS,Healthcare,190000000,0,0,0,0,0
INFINITY PHARMACEUTICALS,Healthcare,136000000,0,0,0,0,0
RICEBRAN TECHNOLOGIES,Consumer Defensive,26000000,0,0,0,0,0
CANTERBURY PARK HOLDING CORPORATION,Consumer Cyclical,56000000,0,0,0,0,0
COMMUNICATIONS SYSTEMS,Technology,43000000,0,0,0,0,0
DAWSON GEOPHYSICAL COMPANY,Energy,50000000,0,0,0,0,0
FIRST SEACOAST BANCORP,Financial Services,54000000,0,0,0,0,0
NATURAL ALTERNATIVES INTERNATIONAL,Consumer Defensive,67000000,0,0,0,0,0
VOLT INFORMATION SCIENCES,Industries,38000000,0,0,0,0,0
BIOANALYTICAL SYSTEMS,Healthcare,122000000,0,0,0,0,0
CRAWFORD UNITED CORPORATION,Industries,62000000,0,0,0,0,0
GOVIEX URANIUM,Energy,87000000,0,0,0,0,0
MFS INTERMEDIATE HIGH INCOME FUND,Financial Services,49000000,0,0,0,0,0
NUVEEN NEW YORK SELECT TAX-FREE INCOME PORTFOLIO,Financial Services,56000000,0,0,0,0,0
PIMCO NEW YORK MUNICIPAL INCOME FUND III,Financial Services,51000000,0,0,0,0,0
PLUS PRODUCTS,Healthcare,23000000,0,0,0,0,0
BIG ROCK PARTNERS ACQUISITION,Financial Services,66000000,0,0,0,0,0
ELMIRA SAVINGS BANK,Financial Services,40000000,0,0,0,0,0
MTBC,Healthcare,55000000,0,0,0,0,0
PERFORMANT FINANCIAL CORPORATION,Industries,48000000,0,0,0,0,0
ROCKY MOUNTAIN CHOCOLATE FACTORY,Consumer Defensive,25000000,0,0,0,0,0
SUMMER ENERGY HOLDINGS,Utilities,35000000,0,0,0,0,0
GALAXY DIGITAL HOLDINGS,Financial Services,760000000,0,0,0,0,0
CONCIERGE TECHNOLOGIES,Financial Services,48000000,0,0,0,0,0
CONSUMERS BANCORP,Financial Services,59000000,0,0,0,0,0
CSP,Technology,33000000,0,0,0,0,0
DISCOVERY ENERGY,Energy,25000000,0,0,0,0,0
FAT BRANDS,Consumer Cyclical,71000000,0,0,0,0,0
GADSDEN PROPERTIES,Real Estate,19000000,0,0,0,0,0
GENOCEA BIOSCIENCES,Healthcare,125000000,0,0,0,0,0
IEH CORPORATION,Technology,39000000,0,0,0,0,0
NAUTILUS,Consumer Cyclical,549000000,0,0,0,0,0
NORTH EUROPEAN OIL ROYALTY TRUST,Energy,27000000,0,0,0,0,0
PEOPLES FINANCIAL CORPORATION,Financial Services,66000000,0,0,0,0,0
POWIN ENERGY CORPORATION,Industries,68000000,0,0,0,0,0
Q.E.P,Industries,66000000,0,0,0,0,0
SANARA MEDTECH,Healthcare,314000000,0,0,0,0,0
TECOGEN,Industries,30000000,0,0,0,0,0
VILLAGE BANK AND TRUST FINANCIAL,Financial Services,51000000,0,0,0,0,0
YANGTZE RIVER PORT AND LOGISTICS,Real Estate,11000000,0,0,0,0,0
AQUABOUNTY TECHNOLOGIES,Consumer Defensive,504000000,0,0,0,0,0
T2 BIOSYSTEMS,Healthcare,184000000,0,0,0,0,0
1895 BANCORP OF WISCONSIN,Financial Services,48000000,0,0,0,0,0
ASHFORD,Financial Services,22000000,0,0,0,0,0
ATOMERA,Technology,345000000,0,0,0,0,0
EMMIS COMMUNICATIONS CORPORATION,Communication Services,24000000,0,0,0,0,0
EXCO RESOURCES,Energy,27000000,0,0,0,0,0
FARMERS BANKSHARES,Financial Services,41000000,0,0,0,0,0
IOWA FIRST BANCSHARES,Financial Services,53000000,0,0,0,0,0
MICROBOT MEDICAL,Healthcare,49000000,0,0,0,0,0
NUVEEN CALIFORNIA MUNICIPAL VALUE FUND 2,Financial Services,51000000,0,0,0,0,0
BUILD-A-BEAR WORKSHOP,Consumer Cyclical,68000000,0,0,0,0,0
NETSOL TECHNOLOGIES,Technology,43000000,0,0,0,0,0
NETWORK-1 TECHNOLOGIES,Technology,85000000,0,0,0,0,0
BANK OF SAN FRANCISCO,Financial Services,45000000,0,0,0,0,0
CROSS TIMBERS ROYALTY TRUST,Energy,49000000,0,0,0,0,0
CRYO-CELL INTERNATIONAL,Healthcare,58000000,0,0,0,0,0
CUISINE SOLUTIONS,Consumer Defensive,52000000,0,0,0,0,0
EBULLION,Financial Services,25000000,0,0,0,0,0
EDUCATIONAL DEVELOPMENT CORPORATION,Communication Services,128000000,0,0,0,0,0
HARVEST CAPITAL CREDIT CORPORATION,Financial Services,45000000,0,0,0,0,0
POTOMAC BANCSHARES,Financial Services,40000000,0,0,0,0,0
SURFACE ONCOLOGY,Healthcare,376000000,0,0,0,0,0
U & I FINANCIAL,Financial Services,50000000,0,0,0,0,0
IDERA PHARMACEUTICALS,Healthcare,138000000,0,0,0,0,0
AMMO,Consumer Cyclical,203000000,0,0,0,0,0
AQUESTA FINANCIAL HOLDINGS,Financial Services,48000000,0,0,0,0,0
DELHI BANK,Financial Services,53000000,0,0,0,0,0
DLH HOLDINGS,Industries,117000000,0,0,0,0,0
ESPEY MFG. & ELECTRONICS,Industries,51000000,0,0,0,0,0
FIRST CITRUS BANCORPORATION,Financial Services,43000000,0,0,0,0,0
INSCORP,Financial Services,43000000,0,0,0,0,0
MOBIVITY HOLDINGS,Technology,96000000,0,0,0,0,0
NANOCO GROUP,Technology,43000000,0,0,0,0,0
PSYCHEMEDICS CORPORATION,Healthcare,28000000,0,0,0,0,0
BANK OF UTICA,Financial Services,51000000,0,0,0,0,0
BLINK CHARGING,Consumer Cyclical,1380000000,0,0,0,0,0
HIGH INCOME SECURITIES FUND,Financial Services,48000000,0,0,0,0,0
PATRIOT NATIONAL BANCORP,Financial Services,37000000,0,0,0,0,0
QUICKLOGIC CORPORATION,Technology,42000000,0,0,0,0,0
ALJ REGIONAL HOLDINGS,Industries,47000000,0,0,0,0,0
BANCORP 34,Financial Services,37000000,0,0,0,0,0
CITIZENS BANCORP OF VIRGINIA,Financial Services,49000000,0,0,0,0,0
COMMUNITY HERITAGE FINANCIAL,Financial Services,42000000,0,0,0,0,0
KAISER GROUP HOLDINGS,Industries,49000000,0,0,0,0,0
MUNCY BANK FINANCIAL,Financial Services,49000000,0,0,0,0,0
NETLIST,Technology,118000000,0,0,0,0,0
NUVERRA ENVIRONMENTAL SOLUTIONS,Industries,34000000,0,0,0,0,0
RETRACTABLE TECHNOLOGIES,Healthcare,363000000,0,0,0,0,0
TECHPRECISION CORPORATION,Industries,40000000,0,0,0,0,0
NEW IRELAND FUND,Financial Services,51000000,0,0,0,0,0
PHUNWARE,Technology,66000000,0,0,0,0,0
AMREP CORPORATION,Real Estate,63000000,0,0,0,0,0
ARCADIA BIOSCIENCES,Basic Materials,34000000,0,0,0,0,0
BALLANTYNE STRONG,Consumer Cyclical,30000000,0,0,0,0,0
COASTAL CAROLINA BANCSHARES,Financial Services,46000000,0,0,0,0,0
GAINSCO,Financial Services,48000000,0,0,0,0,0
GEORGE RISK INDUSTRIES,Industries,50000000,0,0,0,0,0
NEW PEOPLES BANKSHARES,Financial Services,48000000,0,0,0,0,0
NORTHEAST INDIANA BANCORP,Financial Services,48000000,0,0,0,0,0
RELIANCE GLOBAL GROUP,Financial Services,27000000,0,0,0,0,0
TANTECH HOLDINGS LTD,Consumer Defensive,50000000,0,0,0,0,0
AEHR TEST SYSTEMS,Technology,59000000,0,0,0,0,0
BLOCKCHAIN INDUSTRIES,Financial Services,13000000,0,0,0,0,0
FLUX POWER HOLDINGS,Industries,206000000,0,0,0,0,0
MFS SPECIAL VALUE TRUST,Financial Services,42000000,0,0,0,0,0
MID-SOUTHERN BANCORP,Financial Services,46000000,0,0,0,0,0
MIND C.T.I. LTD,Technology,52000000,0,0,0,0,0
OFS CREDIT COMPANY,Financial Services,45000000,0,0,0,0,0
REALNETWORKS,Communication Services,60000000,0,0,0,0,0
SOLVAY BANK,Financial Services,47000000,0,0,0,0,0
CANNAPHARMARX,Financial Services,21000000,0,0,0,0,0
FIRSTHAND TECHNOLOGY VALUE FUND,Financial Services,31000000,0,0,0,0,0
ICC HOLDINGS,Financial Services,44000000,0,0,0,0,0
ISSUER DIRECT CORPORATION,Technology,66000000,0,0,0,0,0
MISSION VALLEY BANCORP,Financial Services,34000000,0,0,0,0,0
VOYA INTERNATIONAL HIGH DIVIDEND EQUITY INCOME FUND,Financial Services,38000000,0,0,0,0,0
EYEGATE PHARMACEUTICALS,Healthcare,27000000,0,0,0,0,0
ELAH HOLDINGS,Industries,61000000,0,0,0,0,0
ELECTROCORE,Healthcare,71000000,0,0,0,0,0
MITCHAM INDUSTRIES,Technology,42000000,0,0,0,0,0
PAVMED,Healthcare,124000000,0,0,0,0,0
BLUE RIDGE BANKSHARES,Financial Services,102000000,0,0,0,0,0
CONCRETE LEVELING SYSTEMS,Industries,32000000,0,0,0,0,0
FLEXSHOPPER,Financial Services,55000000,0,0,0,0,0
HERITAGE SOUTHEAST BANCORPORATION,Financial Services,94000000,0,0,0,0,0
HEXINDAI,Financial Services,42000000,0,0,0,0,0
KNOW LABS,Technology,59000000,0,0,0,0,0
OTTAWA BANCORP,Financial Services,45000000,0,0,0,0,0
ROYAL FINANCIAL,Financial Services,36000000,0,0,0,0,0
STURGIS BANCORP,Financial Services,39000000,0,0,0,0,0
ASSURE HOLDINGS,Healthcare,52000000,0,0,0,0,0
CHARLES & COLVARD,Consumer Cyclical,36000000,0,0,0,0,0
HYRECAR,Industries,127000000,0,0,0,0,0
BROADWAY FINANCIAL CORPORATION,Financial Services,52000000,0,0,0,0,0
PINNACLE BANK,Financial Services,45000000,0,0,0,0,0
AMCON DISTRIBUTING COMPANY,Consumer Defensive,66000000,0,0,0,0,0
AUDIOEYE,Technology,259000000,0,0,0,0,0
BANK OF BOTETOURT,Financial Services,33000000,0,0,0,0,0
FLANIGAN'S ENTERPRISES,Consumer Cyclical,37000000,0,0,0,0,0
FRIEDMAN INDUSTRIES,Basic Materials,48000000,0,0,0,0,0
HARFORD BANK,Financial Services,30000000,0,0,0,0,0
HUTTIG BUILDING PRODUCTS,Industries,99000000,0,0,0,0,0
MERRIMACK PHARMACEUTICALS,Healthcare,92000000,0,0,0,0,0
PLX PHARMA,Healthcare,77000000,0,0,0,0,0
STREAMLINE HEALTH SOLUTIONS,Healthcare,49000000,0,0,0,0,0
UNIVERSITY BANCORP,Financial Services,65000000,0,0,0,0,0
ARIDIS PHARMACEUTICALS,Healthcare,61000000,0,0,0,0,0
ATLANTIC AMERICAN CORPORATION,Financial Services,42000000,0,0,0,0,0
HIGH COUNTRY BANCORP,Financial Services,39000000,0,0,0,0,0
TAUTACHROME,Technology,26000000,0,0,0,0,0
HERZFELD CARIBBEAN BASIN FUND,Financial Services,31000000,0,0,0,0,0
L.S. STARRETT COMPANY,Industries,30000000,0,0,0,0,0
TREMONT MORTGAGE TRUST,Real Estate,31000000,0,0,0,0,0
UWHARRIE CAPITAL CORP,Financial Services,37000000,0,0,0,0,0
WESTERN CAPITAL RESOURCES,Consumer Cyclical,60000000,0,0,0,0,0
CELSION CORPORATION,Healthcare,28000000,0,0,0,0,0
BK TECHNOLOGIES CORPORATION,Technology,38000000,0,0,0,0,0
GLOBAL SELF STORAGE,Real Estate,38000000,0,0,0,0,0
HELO,Technology,27000000,0,0,0,0,0
IMPERALIS HOLDING,Financial Services,40000000,0,0,0,0,0
MCRAE INDUSTRIES,Consumer Cyclical,40000000,0,0,0,0,0
RAND CAPITAL CORPORATION,Financial Services,46000000,0,0,0,0,0
SAVI FINANCIAL CORPORATION,Financial Services,27000000,0,0,0,0,0
CORERO NETWORK SECURITY,Technology,66000000,0,0,0,0,0
EVOKE PHARMA,Healthcare,71000000,0,0,0,0,0
GSE SYSTEMS,Technology,27000000,0,0,0,0,0
VERB TECHNOLOGY COMPANY,Technology,84000000,0,0,0,0,0
AMPCO-PITTSBURGH CORPORATION,Industries,100000000,0,0,0,0,0
BBQ HOLDINGS,Consumer Cyclical,45000000,0,0,0,0,0
CONIFER HOLDINGS,Financial Services,32000000,0,0,0,0,0
EQUITABLE FINANCIAL,Financial Services,35000000,0,0,0,0,0
GRAND RIVER COMMERCE,Financial Services,34000000,0,0,0,0,0
HV BANCORP,Financial Services,38000000,0,0,0,0,0
PSB HOLDING,Financial Services,34000000,0,0,0,0,0
QS ENERGY,Energy,5000000,0,0,0,0,0
SALEM MEDIA GROUP,Communication Services,28000000,0,0,0,0,0
TAYLOR DEVICES,Industries,36000000,0,0,0,0,0
YAYYO,Technology,20000000,0,0,0,0,0
ACER THERAPEUTICS,Healthcare,32000000,0,0,0,0,0
CALIFORNIA INTERNATIONAL BANK,Financial Services,19000000,0,0,0,0,0
CCUR HOLDINGS,Technology,27000000,0,0,0,0,0
COVALON TECHNOLOGIES,Healthcare,23000000,0,0,0,0,0
KOPIN CORPORATION,Technology,207000000,0,0,0,0,0
MAMAMANCINI'S HOLDINGS,Consumer Defensive,64000000,0,0,0,0,0
MANNATECH,Consumer Defensive,39000000,0,0,0,0,0
ALTO INGREDIENTS,Energy,393000000,0,0,0,0,0
RCM TECHNOLOGIES,Industries,24000000,0,0,0,0,0
NATIONAL SECURITY GROUP,Financial Services,27000000,0,0,0,0,0
1ST CAPITAL BANK,Financial Services,37000000,0,0,0,0,0
AKARI THERAPEUTICS,Healthcare,71000000,0,0,0,0,0
ALTIGEN COMMUNICATIONS,Technology,62000000,0,0,0,0,0
CELLDEX THERAPEUTICS,Healthcare,693000000,0,0,0,0,0
ECARD,Technology,30000000,0,0,0,0,0
FORESIGHT FINANCIAL GROUP,Financial Services,37000000,0,0,0,0,0
IMMUCELL CORPORATION,Healthcare,43000000,0,0,0,0,0
KEWAUNEE SCIENTIFIC CORPORATION,Consumer Cyclical,35000000,0,0,0,0,0
LONGFIN,Technology,19000000,0,0,0,0,0
QUMU CORPORATION,Technology,110000000,0,0,0,0,0
UNIQUE FABRICATING,Consumer Cyclical,54000000,0,0,0,0,0
VIRTRA,Industries,27000000,0,0,0,0,0
DATA I/O CORPORATION,Technology,36000000,0,0,0,0,0
FIRST CAPITAL BANCSHARES,Financial Services,33000000,0,0,0,0,0
GRAPHENE & SOLAR TECHNOLOGIES,Technology,367000000,0,0,0,0,0
JAKKS PACIFIC,Consumer Cyclical,25000000,0,0,0,0,0
LAZYDAYS HOLDINGS,Consumer Cyclical,154000000,0,0,0,0,0
SEELOS THERAPEUTICS,Healthcare,86000000,0,0,0,0,0
GOODHEART-WILLCOX COMPANY,Communication Services,36000000,0,0,0,0,0
WIDEPOINT CORPORATION,Technology,86000000,0,0,0,0,0
WILLAMETTE VALLEY VINEYARDS,Consumer Defensive,41000000,0,0,0,0,0
ALEXANDERWERK,Industries,44000000,0,0,0,0,0
CAPITAL TRUST,Financial Services,23000000,0,0,0,0,0
APPTECH,Technology,79000000,0,0,0,0,0
DAXOR CORPORATION,Financial Services,50000000,0,0,0,0,0
HUDSON GLOBAL,Industries,28000000,0,0,0,0,0
INPIXON,Technology,51000000,0,0,0,0,0
PARTNERS BANK OF CALIFORNIA,Financial Services,39000000,0,0,0,0,0
PERPETUAL FEDERAL SAVINGS BANK,Financial Services,35000000,0,0,0,0,0
SONO-TEK CORPORATION,Technology,69000000,0,0,0,0,0
SRAX,Communication Services,50000000,0,0,0,0,0
AZARGA URANIUM,Energy,38000000,0,0,0,0,0
AYR STRATEGIES,Healthcare,515000000,0,0,0,0,0
1ST COLONIAL BANCORP,Financial Services,34000000,0,0,0,0,0
CYNERGISTEK,Technology,15000000,0,0,0,0,0
DENALI BANCORPORATION,Financial Services,37000000,0,0,0,0,0
FIRST ACCEPTANCE CORPORATION,Financial Services,55000000,0,0,0,0,0
NATIONAL HOLDINGS CORPORATION,Financial Services,41000000,0,0,0,0,0
NEUROONE MEDICAL TECHNOLOGIES CORPORATION,Healthcare,36000000,0,0,0,0,0
NUVEEN NEW YORK MUNICIPAL VALUE FUND 2,Financial Services,35000000,0,0,0,0,0
PAUL MUELLER COMPANY,Industries,36000000,0,0,0,0,0
QUEST RESOURCE HOLDING CORPORATION,Industries,42000000,0,0,0,0,0
SUSQUEHANNA COMMUNITY FINANCIAL,Financial Services,34000000,0,0,0,0,0
BIONANO GENOMICS,Healthcare,472000000,0,0,0,0,0
GLEN BURNIE BANCORP,Financial Services,31000000,0,0,0,0,0
IMEDIA BRANDS,Consumer Cyclical,62000000,0,0,0,0,0
MICROPAC INDUSTRIES,Technology,31000000,0,0,0,0,0
NUVEEN MISSOURI QUALITY MUNICIPAL INCOME FUND,Financial Services,33000000,0,0,0,0,0
ONE STOP SYSTEMS,Technology,66000000,0,0,0,0,0
SONASOFT,Technology,15000000,0,0,0,0,0
UNICO AMERICAN CORPORATION,Financial Services,24000000,0,0,0,0,0
WILLIAMS INDUSTRIAL SERVICES GROUP,Industries,66000000,0,0,0,0,0
AUTOWEB,Communication Services,34000000,0,0,0,0,0
CUI GLOBAL,Technology,70000000,0,0,0,0,0
PULMATRIX,Healthcare,41000000,0,0,0,0,0
STEM HOLDINGS,Real Estate,30000000,0,0,0,0,0
ADVANT-E,Technology,32000000,0,0,0,0,0
AMERICAN BANK,Financial Services,32000000,0,0,0,0,0
ARCIMOTO,Consumer Cyclical,451000000,0,0,0,0,0
ARMATA PHARMACEUTICALS,Healthcare,56000000,0,0,0,0,0
BLACKROCK MARYLAND MUNICIPAL BOND TRUST,Financial Services,32000000,0,0,0,0,0
BLACKROCK MASSACHUSETTS TAX-EXEMPT TRUST,Financial Services,32000000,0,0,0,0,0
COMMUNITY BANCORP OF SANTA MARIA,Financial Services,22000000,0,0,0,0,0
GALAXY GAMING,Consumer Cyclical,36000000,0,0,0,0,0
IMAGEWARE SYSTEMS,Technology,11000000,0,0,0,0,0
LIFEWAY FOODS,Consumer Defensive,85000000,0,0,0,0,0
OCEAN BIO-CHEM,Industries,126000000,0,0,0,0,0
SCHEID VINEYARDS,Consumer Defensive,33000000,0,0,0,0,0
BANK OF FINCASTLE,Financial Services,23000000,0,0,0,0,0
RESERVE PETROLEUM COMPANY,Energy,22000000,0,0,0,0,0
WVS FINANCIAL,Financial Services,27000000,0,0,0,0,0
EAGLE CAPITAL GROWTH FUND,Financial Services,33000000,0,0,0,0,0
INNODATA,Technology,131000000,0,0,0,0,0
INTERLINK ELECTRONICS,Technology,59000000,0,0,0,0,0
IRIDEX CORPORATION,Healthcare,35000000,0,0,0,0,0
JEWETT-CAMERON TRADING COMPANY,Basic Materials,30000000,0,0,0,0,0
MARS BANCORP,Financial Services,31000000,0,0,0,0,0
ODYSSEY MARINE EXPLORATION,Industries,87000000,0,0,0,0,0
OTELCO,Communication Services,39000000,0,0,0,0,0
Q BIOMED,Healthcare,23000000,0,0,0,0,0
SMITH-MIDLAND CORPORATION,Basic Materials,48000000,0,0,0,0,0
AGJUNCTION,Technology,53000000,0,0,0,0,0
CINCINNATI BANCORP,Financial Services,34000000,0,0,0,0,0
EASTSIDE DISTILLING,Consumer Defensive,13000000,0,0,0,0,0
FIRST RESOURCE BANK,Financial Services,23000000,0,0,0,0,0
GNB FINANCIAL SERVICES,Financial Services,30000000,0,0,0,0,0
NF ENERGY SAVING CORPORATION,Healthcare,20000000,0,0,0,0,0
ALTIMMUNE,Healthcare,371000000,0,0,0,0,0
ZOSANO PHARMA CORPORATION,Healthcare,57000000,0,0,0,0,0
BIOHITECH GLOBAL,Industries,26000000,0,0,0,0,0
BIOMERICA,Healthcare,59000000,0,0,0,0,0
BITCOIN SERVICES,Financial Services,28000000,0,0,0,0,0
CELL SOURCE,Healthcare,64000000,0,0,0,0,0
CIBL,Industries,29000000,0,0,0,0,0
DLT RESOLUTION,Technology,28000000,0,0,0,0,0
EXEO ENTERTAINMENT,Technology,18000000,0,0,0,0,0
FRONTIER NATIONAL,Financial Services,29000000,0,0,0,0,0
HERITAGE GLOBAL,Financial Services,94000000,0,0,0,0,0
LIMBACH HOLDINGS,Industries,98000000,0,0,0,0,0
MONAKER GROUP,Consumer Cyclical,33000000,0,0,0,0,0
RIOT BLOCKCHAIN,Technology,1147000000,0,0,0,0,0
SOLIGENIX,Healthcare,38000000,0,0,0,0,0
TRANSENTERIX,Healthcare,62000000,0,0,0,0,0
WIRELESS TELECOM GROUP,Technology,38000000,0,0,0,0,0
XCEL BRANDS,Consumer Cyclical,23000000,0,0,0,0,0
BROADWIND ENERGY,Industries,136000000,0,0,0,0,0
CLEARONE,Technology,43000000,0,0,0,0,0
GYRODYNE LLC,Real Estate,25000000,0,0,0,0,0
MANNING & NAPIER,Financial Services,105000000,0,0,0,0,0
REGENCY AFFILIATES,Financial Services,28000000,0,0,0,0,0
TSS,Industries,13000000,0,0,0,0,0
USIO,Technology,66000000,0,0,0,0,0
AMERICAN RIVIERA BANK,Financial Services,26000000,0,0,0,0,0
BLACKROCK VIRGINIA MUNICIPAL BOND TRUST,Financial Services,26000000,0,0,0,0,0
CIPHERLOC CORPORATION,Technology,7000000,0,0,0,0,0
FREIGHTCAR AMERICA,Industries,37000000,0,0,0,0,0
MISSION BANCORP,Financial Services,27000000,0,0,0,0,0
OAK VIEW NATIONAL BANK,Financial Services,21000000,0,0,0,0,0
SPAR GROUP,Industries,24000000,0,0,0,0,0
VODKA BRANDS CORP,Consumer Defensive,33000000,0,0,0,0,0
WILHELMINA INTERNATIONAL,Industries,23000000,0,0,0,0,0
